id,name,artist,songwriters,duration,genres,album,created_at,updated_at,ingested_at,valid_until
8116,maybe,Benjamin Nelson,Jack Browning,39:30,condition,tend,2023-12-23T06:57:12.895884,2024-04-15T04:34:24.646063,2024-10-28 00:30:43.821005,
21490,plan,Nancy Valencia,Kathy Gallegos,40:22,game,it,2024-05-28T22:08:41.609010,2024-04-16T23:31:16.100731,2024-10-28 00:30:43.821005,
19124,war,Cindy Montgomery,Todd Walker,53:06,option,how,2024-03-08T19:38:04.506495,2024-05-12T01:18:47.068024,2024-10-28 00:30:43.821005,
7381,however,Mr. Lee Foley,Jill Choi,23:41,skin,fall,2024-06-26T23:18:53.112674,2023-12-30T02:45:26.581424,2024-10-28 00:30:43.821005,
54441,second,Christine Perry,Kevin Scott,51:44,find,wish,2023-11-21T20:31:14.918712,2024-07-06T17:07:13.520493,2024-10-28 00:30:43.821005,
66447,bed,Lance Beltran,Gabriel Campbell,49:26,pay,trial,2024-03-16T18:07:05.400470,2024-09-05T02:15:13.729383,2024-10-28 00:30:43.821005,
47771,peace,Theresa Mcbride,Renee Ryan,15:29,win,able,2023-01-02T05:28:28.294131,2024-09-12T05:56:30.989556,2024-10-28 00:30:43.821005,
65457,side,Michelle Valenzuela DVM,James Smith,19:23,attorney,water,2024-01-19T05:10:13.562518,2024-01-28T06:34:55.516720,2024-10-28 00:30:43.821005,
58934,peace,Dalton Walker,Michael Taylor,19:02,term,community,2023-03-23T06:56:00.716330,2023-11-12T22:50:05.102145,2024-10-28 00:30:43.821005,
76982,none,Kim Giles,David Hampton,09:50,foot,establish,2023-08-11T22:18:40.660968,2024-08-26T10:57:18.739544,2024-10-28 00:30:43.821005,
82137,college,Shannon Beltran,Justin Sanchez,20:20,place,player,2023-07-20T08:20:34.180734,2024-10-19T17:46:54.067940,2024-10-28 00:30:43.821005,
10359,very,Joe Williams,Luis Bryant,11:51,sometimes,enjoy,2023-11-18T14:00:52.867094,2024-01-09T19:52:46.168277,2024-10-28 00:30:43.821005,
24525,require,Brenda Haynes,Rodney Goodwin,07:31,forward,administration,2023-06-02T05:43:57.386419,2024-04-03T09:20:49.249506,2024-10-28 00:30:43.821005,
14270,role,Scott Reid,Joshua Williams,03:53,from,class,2023-11-10T16:38:21.915004,2024-08-22T00:27:42.667466,2024-10-28 00:30:43.821005,
12702,from,Randy Herrera,Jason Anderson,38:50,significant,senior,2024-04-30T15:25:24.880993,2024-08-23T00:52:44.422093,2024-10-28 00:30:43.821005,
33848,record,Hannah Stewart,Joshua Rose,39:58,take,year,2024-02-18T17:41:33.088174,2024-01-17T12:23:21.856691,2024-10-28 00:30:43.821005,
16210,leader,Michelle Compton,Luke Stewart,31:34,cell,no,2022-12-05T08:51:10.423356,2024-09-30T12:50:35.878998,2024-10-28 00:30:43.821005,
71632,film,Andrew Barnett,Rodney Hernandez,07:06,pass,treatment,2024-03-04T07:09:47.249132,2024-07-10T18:54:12.131099,2024-10-28 00:30:43.821005,
92654,expect,Kayla Rogers,Dalton Chung,35:03,technology,where,2022-11-02T13:02:44.398112,2024-05-24T18:37:20.271132,2024-10-28 00:30:43.821005,
61576,security,Kevin Barr,William Bonilla,50:14,sing,show,2024-03-09T14:55:30.914560,2023-12-08T21:44:46.486731,2024-10-28 00:30:43.821005,
63803,remain,Gary Garcia,Gary Joyce,30:42,total,strategy,2024-09-11T17:48:55.068575,2024-07-25T06:22:59.973172,2024-10-28 00:30:43.821005,
58669,put,Joseph Watts,Katherine Bowen,55:14,opportunity,recognize,2024-09-07T20:12:33.884925,2024-08-29T08:44:28.586034,2024-10-28 00:30:43.821005,
32109,matter,Kathleen Mann,Brad Davis,06:49,sea,perhaps,2024-09-20T18:04:58.653246,2024-06-11T10:43:09.437968,2024-10-28 00:30:43.821005,
74018,employee,Kimberly Powell,Bethany Ramos,34:28,even,certainly,2023-06-12T22:35:55.181073,2024-02-17T10:00:59.106834,2024-10-28 00:30:43.821005,
60222,reach,Kathy Perry,Joshua Harris,45:06,door,relate,2023-12-15T15:30:17.204249,2024-02-07T02:38:32.525177,2024-10-28 00:30:43.821005,
14588,most,James Harrington,Tyler Andersen,43:17,fight,heart,2023-01-11T11:56:42.608891,2024-03-28T14:41:06.560986,2024-10-28 00:30:43.821005,
43108,voice,Travis Mccann,Vickie Gibson,47:14,middle,stage,2024-04-10T05:16:50.873500,2023-10-30T07:12:26.034729,2024-10-28 00:30:43.821005,
3212,us,Sandra Turner,John Edwards,10:17,lawyer,mention,2023-05-09T23:22:36.750589,2023-11-17T08:35:27.739716,2024-10-28 00:30:43.821005,
54620,sometimes,Matthew Medina,Daniel Williams,39:10,kind,development,2024-01-26T04:15:18.933976,2024-08-08T22:55:49.149002,2024-10-28 00:30:43.821005,
95164,eat,William Green,Allen Johnson,58:14,thousand,us,2023-12-05T20:17:41.429227,2024-06-21T23:39:12.393980,2024-10-28 00:30:43.821005,
66788,sing,Lydia Terry,Matthew Jackson,24:25,compare,agent,2024-03-19T05:30:24.914737,2023-11-01T00:05:03.412364,2024-10-28 00:30:43.821005,
63836,TV,Kayla Mccall,Sherry Werner,57:34,music,address,2023-09-01T21:34:17.421579,2024-10-18T03:26:23.891406,2024-10-28 00:30:43.821005,
80903,room,Pamela Avila MD,Brian Alexander,01:11,decision,response,2023-11-22T13:47:40.787627,2024-03-03T14:30:10.868429,2024-10-28 00:30:43.821005,
14731,rate,Shelley Kerr,Stephanie Castro,36:26,blood,drive,2023-09-02T08:00:16.052692,2024-03-06T05:16:42.271235,2024-10-28 00:30:43.821005,
95640,rise,Kyle Peterson,Theresa Johnson,39:11,meet,member,2023-11-19T14:03:04.380442,2024-07-29T13:23:54.750337,2024-10-28 00:30:43.821005,
26803,nice,Elijah Thompson,Jordan Davis,53:33,crime,movie,2024-02-13T19:54:20.003234,2024-08-05T22:14:34.564517,2024-10-28 00:30:43.821005,
902,poor,Amber Davis,Barry Brown,31:08,sign,majority,2023-06-25T22:54:47.711241,2024-08-09T03:33:56.358258,2024-10-28 00:30:43.821005,
86370,hot,Casey Norton,Gregory Ramos,22:54,like,particularly,2024-06-17T23:26:16.223091,2024-02-18T16:10:27.709990,2024-10-28 00:30:43.821005,
86606,worry,Jeff Buchanan,Denise Baker,52:31,nor,knowledge,2024-06-24T13:34:08.816717,2024-03-19T17:07:05.231456,2024-10-28 00:30:43.821005,
23640,rich,Tyler Rhodes,Norman Griffin,04:36,war,perform,2024-08-24T07:12:54.847028,2024-07-27T19:35:04.778842,2024-10-28 00:30:43.821005,
36655,better,Sharon Park,Michael Williams,28:07,group,first,2024-07-30T10:11:33.993285,2023-11-12T08:14:15.180619,2024-10-28 00:30:43.821005,
73004,remain,William Morrison,Debbie Hayes,43:04,game,behavior,2023-02-28T08:04:57.230675,2024-09-01T15:32:49.366548,2024-10-28 00:30:43.821005,
75628,add,Jacob Bennett,James Browning,21:09,maintain,study,2023-05-01T20:50:32.749988,2024-06-03T05:57:39.656255,2024-10-28 00:30:43.821005,
69568,and,Anthony Richards,Michelle Garcia,43:21,different,environment,2024-08-05T22:35:15.428942,2023-11-04T01:07:31.611244,2024-10-28 00:30:43.821005,
67276,exactly,Jeremy Chang,Samuel Reyes,00:39,growth,collection,2023-04-16T17:17:39.487103,2024-07-18T01:40:08.102919,2024-10-28 00:30:43.821005,
83800,type,Stephanie Marshall,Sherry Dixon,21:37,put,maintain,2023-10-12T02:52:03.879245,2024-09-14T11:38:40.163743,2024-10-28 00:30:43.821005,
90765,tough,Deborah Turner,Linda Hunter,41:15,computer,design,2024-05-20T21:59:13.774613,2024-07-13T01:04:58.983047,2024-10-28 00:30:43.821005,
55387,tell,Andrea Gilbert,Dr. Christy Stevens MD,11:47,apply,north,2023-12-21T21:04:49.511818,2023-11-28T21:08:05.547357,2024-10-28 00:30:43.821005,
60579,his,Richard Mercer,Jonathon Miller,59:34,lawyer,choice,2024-01-14T01:20:06.317889,2024-01-31T09:30:50.056005,2024-10-28 00:30:43.821005,
44971,similar,Ann Pittman,Matthew Cherry,00:43,because,him,2023-05-13T20:15:09.755509,2024-08-10T12:02:58.593607,2024-10-28 00:30:43.821005,
69272,their,Julie Morgan,Robert Mack,05:02,majority,physical,2024-08-16T11:06:41.076174,2023-11-26T08:59:42.827389,2024-10-28 00:30:43.821005,
71551,professor,Mikayla Zimmerman,Patrick Watson,23:24,office,concern,2022-11-02T21:09:10.871166,2024-03-16T03:51:46.339646,2024-10-28 00:30:43.821005,
66009,detail,Ms. Michelle Martinez MD,Vickie Wallace,48:32,air,brother,2023-08-16T14:15:05.310494,2024-09-02T16:50:59.702596,2024-10-28 00:30:43.821005,
68239,the,Shannon Fisher,William Martinez,07:31,here,result,2024-08-20T08:39:31.122063,2024-02-25T05:04:09.610617,2024-10-28 00:30:43.821005,
36047,travel,Larry Schwartz,Steven Garcia,12:16,kitchen,ball,2024-07-18T20:05:23.207690,2023-11-08T07:27:04.186146,2024-10-28 00:30:43.821005,
36482,go,Erika Medina,Daniel Smith,52:31,state,will,2023-06-17T22:03:10.587803,2024-05-06T19:14:47.483218,2024-10-28 00:30:43.821005,
4905,nice,Kelly Guerrero,Donald Lopez,53:59,owner,civil,2024-06-16T00:34:03.692201,2023-11-26T05:18:10.234693,2024-10-28 00:30:43.821005,
69124,glass,Pamela Hernandez,Ryan Williams,59:48,population,should,2024-05-28T12:10:31.066700,2024-02-15T04:21:15.520748,2024-10-28 00:30:43.821005,
19492,spring,Michael Mitchell,Matthew Miller,33:29,wonder,mouth,2023-08-01T20:47:09.311065,2024-07-01T21:12:28.222171,2024-10-28 00:30:43.821005,
64103,present,Jodi Wilson,Lisa Turner,24:43,someone,decision,2022-12-26T00:05:51.887530,2024-02-18T12:42:31.127533,2024-10-28 00:30:43.821005,
99066,around,Adam Mack,Doris Sanchez,19:18,recently,name,2024-08-27T18:15:27.909739,2024-03-30T17:52:17.094696,2024-10-28 00:30:43.821005,
36973,example,Stephanie Williams,Curtis Hughes,20:49,success,enjoy,2024-09-15T08:50:37.139183,2024-10-18T13:07:12.603276,2024-10-28 00:30:43.821005,
86364,imagine,Lisa Dickson,Robert Odonnell,10:20,stuff,leader,2024-03-03T08:21:47.322705,2024-04-16T07:47:02.010477,2024-10-28 00:30:43.821005,
29522,boy,Scott Miller,Elizabeth Cox,33:13,physical,goal,2022-12-28T03:58:21.899405,2024-07-22T08:00:18.395161,2024-10-28 00:30:43.821005,
76760,car,Daniel Smith,Jon Pratt,06:20,compare,field,2023-09-25T07:45:51.724761,2024-10-27T04:22:01.595403,2024-10-28 00:30:43.821005,
27128,job,Mr. Dylan Smith II,Sharon Martin,30:12,politics,adult,2024-06-28T10:42:50.805204,2023-11-02T00:33:45.977869,2024-10-28 00:30:43.821005,
12422,drug,Chad Davenport,Laura Dorsey,53:16,nice,wear,2023-04-28T01:27:23.753456,2024-02-08T14:15:17.010909,2024-10-28 00:30:43.821005,
59128,institution,Danielle Chaney,Daniel King,57:14,good,determine,2023-03-27T17:14:20.785041,2024-07-06T15:30:45.009671,2024-10-28 00:30:43.821005,
99967,include,Samuel Wallace,Megan Henderson,40:37,second,born,2023-04-02T07:14:17.792356,2024-05-09T16:58:50.610598,2024-10-28 00:30:43.821005,
41769,board,Austin Jackson,Katherine Andrews,29:16,recently,fund,2023-11-17T01:09:22.388964,2024-10-22T06:51:52.701321,2024-10-28 00:30:43.821005,
21891,picture,Daniel Edwards,Nancy Rowland,41:40,listen,its,2024-07-17T22:34:47.511650,2024-04-15T22:12:10.484050,2024-10-28 00:30:43.821005,
89869,tell,James Lawrence,Ronnie Pierce,25:03,police,attorney,2023-12-25T04:40:09.678672,2024-05-06T06:21:56.600877,2024-10-28 00:30:43.821005,
98333,read,Jennifer Hawkins,Brittany Baker,31:06,good,term,2023-04-06T16:27:13.687276,2024-10-02T14:21:31.117049,2024-10-28 00:30:43.821005,
15912,follow,Gina Massey,Andre Robbins,00:35,short,most,2023-04-22T17:35:51.317513,2024-01-22T10:49:52.818732,2024-10-28 00:30:43.821005,
30206,particularly,Adriana Bennett,Lisa Garcia,33:46,sort,church,2023-12-28T01:39:42.981995,2024-09-26T06:03:34.203260,2024-10-28 00:30:43.821005,
32291,individual,Jennifer Morris,Kirk Moyer,47:32,key,only,2022-11-29T20:28:36.489301,2024-04-20T16:32:00.848400,2024-10-28 00:30:43.821005,
96216,serve,Anthony Pearson,Samantha Perez,16:32,skin,card,2023-08-25T05:36:16.463070,2023-12-11T03:59:02.625976,2024-10-28 00:30:43.821005,
95443,follow,Laura Cortez,Justin Mathews,20:08,political,not,2024-01-01T05:15:07.062559,2024-06-29T12:47:46.687822,2024-10-28 00:30:43.821005,
41174,food,Anthony Adams,Mathew Nguyen,59:47,statement,say,2024-04-28T21:10:03.084682,2024-06-21T21:14:33.514246,2024-10-28 00:30:43.821005,
41823,effect,Jamie Marsh,Peter Cox,02:47,science,commercial,2023-10-23T05:31:56.749551,2024-01-07T17:23:15.084040,2024-10-28 00:30:43.821005,
29774,off,Brian Mathis,Stacey Caldwell PhD,29:12,fine,position,2024-03-11T12:44:33.916208,2024-07-17T09:17:40.025951,2024-10-28 00:30:43.821005,
45866,opportunity,Tonya Armstrong,John Bryant,11:00,grow,to,2023-04-17T15:26:18.095882,2023-11-25T05:00:45.537143,2024-10-28 00:30:43.821005,
80356,return,Nicholas Nguyen,Jeffery Clarke,19:01,imagine,machine,2024-07-27T02:59:35.335681,2024-04-29T08:24:17.152736,2024-10-28 00:30:43.821005,
18982,past,Kevin Wise,Steven Perry,19:35,science,trade,2023-10-16T11:14:46.620306,2023-11-13T04:20:25.846780,2024-10-28 00:30:43.821005,
90805,yeah,Amy Murray,Gail Gonzales,19:40,forward,above,2023-05-06T01:14:38.763365,2024-04-15T21:15:43.729674,2024-10-28 00:30:43.821005,
12388,cold,Melissa Dickerson,Daniel Patton,39:11,source,risk,2024-10-24T08:26:31.673039,2023-11-15T16:02:58.151865,2024-10-28 00:30:43.821005,
78202,yard,Tammy Bender,Rebecca Bush,49:54,baby,everybody,2023-09-19T16:44:08.571229,2024-01-30T02:30:30.788510,2024-10-28 00:30:43.821005,
36544,key,William Jordan,John Conner,45:53,front,case,2023-10-18T10:18:34.773382,2024-04-03T08:16:43.692276,2024-10-28 00:30:43.821005,
70041,everybody,Carrie Chase,Nathaniel Acosta,39:46,let,that,2023-04-21T01:51:34.791849,2024-07-17T08:12:01.146647,2024-10-28 00:30:43.821005,
71158,provide,Miguel Merritt,Amy Austin,56:12,deep,later,2024-06-03T10:26:14.665724,2024-01-09T05:32:28.582358,2024-10-28 00:30:43.821005,
19623,deep,Anthony Williams,Julia Evans,09:42,customer,score,2023-11-04T04:18:24.716561,2024-10-25T22:07:52.393848,2024-10-28 00:30:43.821005,
78695,senior,Jose Sanchez,Maria Jordan,25:15,character,begin,2023-12-09T12:21:40.038341,2024-10-13T08:27:59.844352,2024-10-28 00:30:43.821005,
3959,lay,Nancy Reyes,John Phillips,15:22,space,provide,2023-07-29T03:18:43.509948,2024-04-16T22:17:23.557103,2024-10-28 00:30:43.821005,
57632,full,Sean Sanders,Todd Lee,02:12,cause,finish,2024-07-18T10:14:24.413808,2024-02-10T00:31:44.556978,2024-10-28 00:30:43.821005,
51044,various,Michael Mclaughlin,Mike Brooks,50:53,weight,a,2023-04-01T03:47:35.813181,2024-09-23T18:59:44.872502,2024-10-28 00:30:43.821005,
35664,behavior,Laura Ortiz,Richard Smith,28:36,father,wear,2022-11-16T15:41:56.220781,2024-01-08T12:49:59.389422,2024-10-28 00:30:43.821005,
98609,line,Denise Miller,Amanda Gardner,12:16,sport,discussion,2024-03-28T20:01:08.764727,2024-05-18T20:55:36.957108,2024-10-28 00:30:43.821005,
1100,word,Jesse Hunt,Michael Ballard,56:32,party,attention,2023-10-06T12:56:43.603158,2023-12-14T09:39:44.975956,2024-10-28 00:30:43.821005,
630,student,Maria Fry,Kathryn English,44:57,rest,enter,2023-02-01T19:04:28.663522,2024-08-29T15:41:13.696995,2024-10-28 00:30:43.821005,
41370,standard,David Harrison,Matthew Clark,39:29,color,before,2023-08-27T03:49:38.714872,2024-09-20T16:25:01.247684,2024-10-28 00:30:43.821005,
41489,yeah,Richard Robles,Robert Gonzales,15:43,sing,describe,2024-05-31T10:19:09.013875,2024-09-23T20:07:05.725369,2024-10-28 00:30:43.821005,
93576,couple,Gregg King,Tammy Cruz,39:47,age,hundred,2023-08-02T13:58:07.597171,2024-08-29T09:20:28.568751,2024-10-28 00:30:43.821005,
68408,station,Tiffany Navarro,Allison Watts,48:16,member,fact,2024-05-06T16:48:04.936205,2024-10-17T17:38:45.214323,2024-10-28 00:30:43.821005,
77568,establish,Amy Spencer,Stephanie Miller,08:34,matter,already,2023-06-12T04:05:53.233384,2024-04-07T21:01:47.087931,2024-10-28 00:30:43.821005,
53732,attention,Stephen Vaughn,Pamela Gutierrez,54:35,crime,late,2023-06-10T00:14:13.161659,2023-12-03T03:35:49.535778,2024-10-28 00:30:43.821005,
68119,dream,Mr. Shawn Rivers DDS,Michele Villegas,17:46,here,reveal,2024-08-11T08:47:04.002774,2024-02-21T21:57:29.882106,2024-10-28 00:30:43.821005,
38362,find,Amber Harrison,Michelle Campbell,31:19,beyond,want,2024-10-15T12:51:24.653324,2024-05-02T10:47:38.001023,2024-10-28 00:30:43.821005,
45093,single,Sabrina Lynch,Judy Ponce,59:43,author,city,2024-10-23T15:07:30.466334,2024-03-27T02:49:40.737300,2024-10-28 00:30:43.821005,
83671,message,Karen Hunter,Erica Andrade,49:42,sure,before,2022-11-25T18:49:44.552777,2024-10-19T12:49:22.201952,2024-10-28 00:30:43.821005,
32783,especially,Timothy Harris,Jessica Dixon,50:59,end,employee,2024-09-29T10:47:36.200483,2024-01-21T05:52:03.030720,2024-10-28 00:30:43.821005,
63515,must,Christian Hardy MD,Stephanie Mccarty,43:24,school,media,2023-02-17T05:42:31.903398,2023-12-25T07:17:38.502304,2024-10-28 00:30:43.821005,
29916,help,Nicole Ball,Nicholas West,32:26,fly,guess,2023-11-24T23:33:46.786571,2024-07-06T04:15:12.346410,2024-10-28 00:30:43.821005,
59941,cup,Margaret Fuller,Danny Barrett,35:50,interest,way,2024-04-05T20:26:33.008936,2024-06-02T00:47:44.819319,2024-10-28 00:30:43.821005,
37137,agreement,Monica Krueger,Justin Johnson,49:13,its,rate,2024-02-16T01:17:01.411353,2023-12-05T01:07:17.253788,2024-10-28 00:30:43.821005,
39963,each,Lauren Richards,Joshua Vargas,23:11,billion,exist,2023-10-08T16:56:02.975987,2023-12-30T10:20:59.245349,2024-10-28 00:30:43.821005,
16650,environment,Debra Crosby,Paul Bird,38:28,message,sea,2024-02-03T03:55:44.083175,2024-08-16T03:46:28.798962,2024-10-28 00:30:43.821005,
26867,become,Dennis Washington,Michael Ball,37:46,huge,require,2024-05-28T17:07:29.295106,2023-12-09T04:17:00.750604,2024-10-28 00:30:43.821005,
50095,soldier,Jacob Beltran,Eric Rodriguez,06:52,ago,sit,2023-04-16T13:05:02.115389,2023-11-22T01:25:51.628418,2024-10-28 00:30:43.821005,
38002,future,Robert Mcdonald,Aaron Hansen,16:26,activity,ball,2023-12-11T11:51:15.412027,2024-06-14T14:18:20.022204,2024-10-28 00:30:43.821005,
21553,social,Melissa Burgess,Mark Macdonald,43:06,back,risk,2023-04-08T17:39:01.518669,2023-11-21T14:33:00.174169,2024-10-28 00:30:43.821005,
71448,second,Mikayla Lee,Jacob Murray,30:46,current,mouth,2024-06-26T21:11:30.947819,2024-06-25T11:37:45.068808,2024-10-28 00:30:43.821005,
10202,serve,Matthew Flores,Christopher Hess,10:41,drive,question,2023-11-12T15:49:42.352921,2024-03-10T19:27:27.005811,2024-10-28 00:30:43.821005,
24776,defense,Aaron Burns,Mark Lewis,14:12,public,then,2024-10-13T08:34:43.907571,2024-06-16T05:25:21.261328,2024-10-28 00:30:43.821005,
42085,too,Susan Kirk,William Clark,32:56,material,same,2023-01-04T13:49:01.855007,2024-05-01T09:27:06.307400,2024-10-28 00:30:43.821005,
87140,science,Sherri Huynh,Faith Evans,53:06,ready,him,2023-06-25T18:55:51.448212,2023-12-18T05:08:58.913060,2024-10-28 00:30:43.821005,
45322,out,Jeffrey Robinson,Sarah Fritz,46:42,partner,success,2024-10-03T00:43:50.906623,2024-08-15T23:02:40.191335,2024-10-28 00:30:43.821005,
12953,factor,Brian Davis,Daniel Stein Jr.,40:02,guess,thousand,2024-07-22T11:47:50.680066,2024-04-16T07:33:17.995866,2024-10-28 00:30:43.821005,
41034,land,Donald Terry,Wendy Watson,53:25,hospital,imagine,2024-04-12T18:29:42.883278,2023-10-30T02:30:16.687196,2024-10-28 00:30:43.821005,
29047,resource,Christina Cantu,Eric Scott,00:55,usually,oil,2023-11-08T04:47:57.381126,2023-12-01T13:04:42.484247,2024-10-28 00:30:43.821005,
53365,drug,Louis Neal DVM,Tina Ramirez,41:08,black,five,2022-12-13T11:54:10.236238,2024-05-29T18:59:02.653095,2024-10-28 00:30:43.821005,
86083,listen,Nicole Chen,Janice Calhoun,33:43,will,maintain,2022-12-18T04:26:18.518307,2024-02-12T23:55:43.342320,2024-10-28 00:30:43.821005,
60081,nothing,Pamela Alvarez,Kevin Sanders,03:14,character,person,2024-09-14T21:43:31.537519,2024-10-18T11:14:10.944308,2024-10-28 00:30:43.821005,
21595,ask,Sarah Mack,Lauren Miller,35:13,short,foot,2023-06-03T17:44:44.108438,2024-02-14T09:31:55.264486,2024-10-28 00:30:43.821005,
62121,fund,Carl Baker,Cheryl Beltran,20:41,far,without,2023-08-16T18:52:32.564985,2023-12-01T13:02:25.159780,2024-10-28 00:30:43.821005,
28154,model,Martin Stevenson,Christopher Cooper,04:25,both,Democrat,2024-07-14T09:14:32.952302,2024-09-21T10:18:43.493753,2024-10-28 00:30:43.821005,
34063,whole,Heidi Valentine,Jose Johnson MD,38:28,weight,according,2024-09-27T11:55:27.326334,2024-03-30T14:20:07.777963,2024-10-28 00:30:43.821005,
40910,state,Karen Smith,Kristen Elliott,13:34,carry,choose,2024-07-07T13:15:01.029532,2024-08-27T11:25:49.329829,2024-10-28 00:30:43.821005,
76824,catch,Daniel Acosta,Mercedes Mills,10:50,though,receive,2023-06-30T19:21:30.276417,2024-01-10T13:34:37.575502,2024-10-28 00:30:43.821005,
7564,figure,Michelle Wood,Craig Morales,56:35,along,dream,2024-08-09T12:53:51.660297,2024-08-25T09:10:54.157228,2024-10-28 00:30:43.821005,
76998,occur,Eric Valdez,Mariah Wilson,51:50,woman,a,2024-07-01T10:55:31.835148,2024-08-05T03:22:08.027510,2024-10-28 00:30:43.821005,
45320,pretty,David Oliver,Alan Adams,42:04,even,language,2023-12-03T07:45:25.056360,2024-06-19T22:29:50.241006,2024-10-28 00:30:43.821005,
47891,by,Ronald Velazquez,Gina Vaughn,29:01,teach,center,2022-10-30T10:32:17.795261,2024-04-07T18:49:22.224521,2024-10-28 00:30:43.821005,
57119,hot,Richard Bennett,Kevin Knight,29:35,issue,process,2023-12-19T03:16:22.371834,2024-05-09T23:28:04.496448,2024-10-28 00:30:43.821005,
20076,human,Pamela Cooley,Ricky Figueroa,45:09,girl,game,2024-09-29T06:30:52.934223,2024-08-13T18:40:26.928616,2024-10-28 00:30:43.821005,
76480,strategy,Jennifer Rios MD,Mr. Joseph Terry,32:21,us,herself,2024-05-13T20:13:13.977280,2024-07-26T17:33:54.783227,2024-10-28 00:30:43.821005,
81817,perform,Michael Gibson,Charles Rivera,35:49,house,which,2022-12-19T15:25:27.558946,2024-01-14T18:16:20.629001,2024-10-28 00:30:43.821005,
2229,bad,Matthew Sanchez,David Sanchez,16:09,your,television,2023-05-08T20:06:15.211230,2023-12-25T20:22:25.141893,2024-10-28 00:30:43.821005,
70079,shake,Steven Caldwell,Christopher Russell,08:27,range,sing,2022-11-21T04:44:00.717461,2024-08-25T15:18:55.736736,2024-10-28 00:30:43.821005,
21009,nature,Jonathan Thompson,Heather Swanson,58:02,election,together,2023-08-24T22:28:32.130875,2024-03-27T03:26:29.622289,2024-10-28 00:30:43.821005,
13049,trial,Robin Casey,Kayla Rivas,39:26,culture,letter,2024-05-26T16:56:28.628374,2024-02-27T04:36:47.841434,2024-10-28 00:30:43.821005,
46665,cost,Theresa Collier,Michelle Ellis,29:43,recent,grow,2024-09-21T15:09:26.020229,2024-03-21T01:27:51.117798,2024-10-28 00:30:43.821005,
92860,authority,Richard May,Joel Smith,03:48,clearly,least,2024-05-29T17:08:33.461598,2024-03-08T13:27:41.514997,2024-10-28 00:30:43.821005,
53544,explain,Richard Hayes,Miranda Burns,40:56,worker,believe,2024-08-28T01:04:00.435667,2024-07-20T03:16:35.254900,2024-10-28 00:30:43.821005,
56856,card,Steven Owens,Ronald Parker,35:19,light,drive,2024-10-05T18:53:51.201000,2024-07-26T02:49:11.469862,2024-10-28 00:30:43.821005,
92133,land,Heather Ewing,Eugene Lopez,05:29,test,development,2024-07-29T20:29:09.135602,2024-01-02T23:53:11.717019,2024-10-28 00:30:43.821005,
41396,common,Edgar Baker,Matthew Weber,51:04,view,inside,2024-03-04T00:17:29.130343,2024-06-27T06:24:59.734285,2024-10-28 00:30:43.821005,
80957,oil,Nathaniel Stewart,Robert Maldonado,01:57,bit,home,2023-07-10T13:23:51.112615,2024-04-05T20:22:48.337017,2024-10-28 00:30:43.821005,
7898,today,Michael Haley DDS,Brandy Barnes,47:05,laugh,good,2022-12-25T13:41:46.868491,2024-07-25T07:15:53.987319,2024-10-28 00:30:43.821005,
34466,focus,Cindy Floyd,Peter Winters,59:48,physical,who,2024-02-01T22:50:45.984963,2024-07-07T17:39:34.960850,2024-10-28 00:30:43.821005,
38771,teach,Brooke Cox,Jesse Thomas,34:23,sort,citizen,2024-04-14T20:05:21.336661,2024-04-22T23:32:01.065399,2024-10-28 00:30:43.821005,
83612,probably,Crystal Walker,Tina Marshall,06:52,investment,situation,2022-11-16T10:59:13.603481,2024-04-03T10:29:14.931857,2024-10-28 00:30:43.821005,
56233,read,Daniel Nguyen,Amanda Harmon,04:51,coach,network,2023-01-06T15:36:06.384509,2024-07-20T17:21:22.664233,2024-10-28 00:30:43.821005,
687,defense,Zachary Nolan,Diane Davis,17:14,determine,yard,2024-05-08T02:22:25.884087,2024-08-04T23:43:25.167126,2024-10-28 00:30:43.821005,
9844,six,Leslie Kelly,Vincent Mueller,46:21,artist,visit,2024-02-24T05:55:10.431632,2023-11-04T15:34:53.602083,2024-10-28 00:30:43.821005,
58271,game,Tammy Roach,Mrs. Kendra Knight,32:55,director,real,2023-12-23T05:21:11.243593,2024-09-14T12:12:40.209788,2024-10-28 00:30:43.821005,
17044,share,Rachel Robinson,Anita Craig,07:19,data,early,2024-09-17T09:17:35.263191,2024-08-14T17:08:27.063033,2024-10-28 00:30:43.821005,
57089,perform,Dawn Sosa,James Moses,44:25,add,responsibility,2024-10-12T02:17:39.104192,2024-08-12T11:21:47.898278,2024-10-28 00:30:43.821005,
8052,her,Melanie Jarvis,Austin Johnson,09:32,exist,along,2024-01-25T09:33:23.830196,2024-04-04T02:38:30.796853,2024-10-28 00:30:43.821005,
55576,cold,Oscar Smith,Jeffrey Hernandez,37:31,cultural,nearly,2023-12-01T02:37:13.689893,2024-02-10T17:38:36.311499,2024-10-28 00:30:43.821005,
33195,sort,Patricia Garcia,Robert Montgomery,58:29,own,if,2023-03-03T04:42:48.887740,2024-06-05T13:48:31.448146,2024-10-28 00:30:43.821005,
31843,also,Kevin Diaz,Douglas Sandoval,51:05,will,plant,2024-01-15T00:42:26.144279,2023-11-16T17:17:07.857314,2024-10-28 00:30:43.821005,
672,church,Eric Lowe,Peggy Collins,49:46,conference,whose,2023-04-15T19:12:20.340629,2024-06-17T12:37:32.648443,2024-10-28 00:30:43.821005,
