user_id,items,created_at,updated_at,ingested_at,valid_until
3263,"[7008, 21891, 90613, 57420, 54620]",2024-07-23T19:11:41.077988,2024-08-01T00:22:38.620506,2024-10-28 00:30:44.548485,
4848,"[90571, 26688, 55941, 96216, 78181]",2024-08-04T00:41:34.923661,2024-09-18T12:42:35.342943,2024-10-28 00:30:44.548485,
43933,"[87140, 74018, 97831, 5157, 40910]",2023-01-10T09:06:11.065109,2024-06-18T23:31:24.031535,2024-10-28 00:30:44.548485,
88407,"[86177, 47949, 29753, 56642, 75369]",2024-05-19T17:27:34.170246,2024-09-15T22:44:42.789982,2024-10-28 00:30:44.548485,
89147,"[10274, 90877, 48212, 13815, 43050]",2024-02-07T16:11:02.693158,2024-09-15T21:45:07.177527,2024-10-28 00:30:44.548485,
60558,"[31780, 58968, 6241, 21662, 10894]",2023-04-29T02:06:37.006749,2023-11-17T18:15:14.678090,2024-10-28 00:30:44.548485,
26076,"[71551, 77971, 64103, 82780, 25536]",2024-05-16T10:19:18.502687,2024-07-03T01:56:46.310377,2024-10-28 00:30:44.548485,
22952,"[58968, 74018, 86785, 31843, 76538]",2023-05-10T05:03:47.326729,2024-01-21T11:11:36.409506,2024-10-28 00:30:44.548485,
58758,"[26245, 77099, 44971, 40693, 18982]",2023-02-14T12:28:33.434929,2024-06-28T00:35:41.277479,2024-10-28 00:30:44.548485,
88960,"[71804, 55576, 41769, 86869, 62404]",2023-04-30T04:05:42.546042,2024-08-14T17:54:37.990174,2024-10-28 00:30:44.548485,
67453,"[37778, 10968, 50133, 54982, 72013]",2023-10-16T13:12:53.661693,2024-07-29T14:02:54.299044,2024-10-28 00:30:44.548485,
54122,"[48454, 12842, 55074, 31525, 6765]",2023-11-15T04:43:17.771944,2024-10-16T05:22:30.113452,2024-10-28 00:30:44.548485,
54201,"[61750, 8052, 18758, 11807, 81172]",2024-06-11T22:49:39.779691,2024-06-26T21:59:54.910564,2024-10-28 00:30:44.548485,
57392,"[10202, 90542, 26936, 8052, 59259]",2024-05-01T23:06:41.503663,2024-09-25T07:52:30.794359,2024-10-28 00:30:44.548485,
48913,"[72960, 44423, 33385, 17070, 36973]",2024-04-18T11:34:48.427313,2024-07-08T09:50:07.776958,2024-10-28 00:30:44.548485,
67463,"[1521, 66447, 58389, 29235, 14150]",2023-11-19T10:00:45.870708,2024-07-12T18:28:53.672068,2024-10-28 00:30:44.548485,
17351,"[92849, 78359, 89183, 447, 19337]",2022-12-03T19:37:20.720495,2023-11-24T18:48:32.951161,2024-10-28 00:30:44.548485,
25094,"[22903, 7837, 41243, 39716, 68119]",2024-02-13T15:01:11.806200,2024-07-24T09:54:11.474746,2024-10-28 00:30:44.548485,
52355,"[70458, 73271, 26011, 16210, 70041]",2023-10-11T13:47:23.080860,2024-05-05T09:13:16.166673,2024-10-28 00:30:44.548485,
91476,"[45433, 12857, 92337, 41174, 98268]",2024-06-12T06:52:33.839136,2024-08-18T08:33:09.202587,2024-10-28 00:30:44.548485,
75000,"[93665, 18674, 29753, 25453, 91526]",2023-07-20T18:06:00.592731,2024-05-04T01:59:19.508674,2024-10-28 00:30:44.548485,
54086,"[6602, 95357, 27437, 47503, 44059]",2024-06-07T11:28:42.865318,2024-10-05T05:36:46.586220,2024-10-28 00:30:44.548485,
25488,"[32452, 25126, 26749, 36544, 52587]",2023-08-20T15:53:44.417634,2024-09-18T07:34:14.663243,2024-10-28 00:30:44.548485,
35234,"[24525, 16734, 12200, 45589, 47044]",2023-04-21T12:21:20.069165,2024-09-23T14:43:06.440879,2024-10-28 00:30:44.548485,
67169,"[31122, 36047, 55659, 65709, 65383]",2024-05-07T06:46:45.458908,2024-09-13T07:32:47.227378,2024-10-28 00:30:44.548485,
97087,"[81562, 11419, 22822, 78893, 44310]",2023-08-25T01:02:18.151412,2024-04-01T01:08:42.401328,2024-10-28 00:30:44.548485,
78494,"[93576, 76600, 81682, 56403, 55576]",2024-06-07T13:13:34.867994,2024-06-12T06:57:56.029153,2024-10-28 00:30:44.548485,
61864,"[6765, 70286, 1384, 533, 24525]",2022-12-08T18:40:27.874004,2024-03-02T13:52:24.934007,2024-10-28 00:30:44.548485,
74100,"[3959, 92427, 94556, 41396, 89076]",2023-06-19T20:27:17.101064,2024-08-22T07:15:34.152239,2024-10-28 00:30:44.548485,
20786,"[4279, 6765, 74463, 80356, 67087]",2023-10-08T02:12:18.226918,2024-02-25T22:56:21.627378,2024-10-28 00:30:44.548485,
31179,"[33340, 47071, 7898, 8116, 91523]",2023-06-30T22:12:46.809233,2024-06-30T00:12:20.221272,2024-10-28 00:30:44.548485,
71664,"[13317, 72376, 3501, 14588, 6241]",2023-11-15T01:53:53.888947,2024-01-10T16:37:09.297979,2024-10-28 00:30:44.548485,
47149,"[76600, 18674, 71003, 80517, 93576]",2024-03-26T14:02:58.430416,2024-08-30T11:54:03.760157,2024-10-28 00:30:44.548485,
47040,"[50201, 92513, 64705, 85167, 30351]",2024-04-23T08:58:58.817353,2024-07-17T05:51:40.313490,2024-10-28 00:30:44.548485,
62628,"[59170, 83447, 26409, 9944, 78718]",2024-05-29T06:35:58.490869,2024-08-24T14:26:49.053929,2024-10-28 00:30:44.548485,
37407,"[12702, 31245, 64665, 86775, 92427]",2023-10-24T19:57:48.574988,2024-01-04T06:47:48.192130,2024-10-28 00:30:44.548485,
23665,"[68849, 99496, 88909, 67650, 45322]",2022-12-18T17:26:23.346548,2023-05-18T17:22:33.872935,2024-10-28 00:30:44.548485,
58806,"[35076, 41508, 34793, 51170, 90280]",2024-05-06T06:02:36.061688,2024-07-29T22:37:53.518301,2024-10-28 00:30:44.548485,
3392,"[59532, 29235, 62961, 11807, 42841]",2024-01-18T00:35:22.903450,2024-09-06T04:37:48.250401,2024-10-28 00:30:44.548485,
50940,"[27318, 58468, 95352, 53296, 69431]",2023-11-29T01:01:17.970923,2024-04-27T07:18:43.120804,2024-10-28 00:30:44.548485,
63686,"[92860, 8629, 30351, 75070, 43050]",2023-03-13T03:37:59.373115,2024-06-22T20:24:06.508850,2024-10-28 00:30:44.548485,
34792,"[69548, 95357, 62665, 65709, 45322]",2024-01-13T03:05:59.121391,2024-01-25T10:41:52.186035,2024-10-28 00:30:44.548485,
29514,"[77971, 58271, 44899, 56233, 91523]",2023-04-07T22:50:51.639567,2024-04-17T14:46:46.383331,2024-10-28 00:30:44.548485,
29740,"[57469, 81904, 1671, 22731, 51170]",2024-09-02T17:00:56.054201,2024-09-26T03:50:49.539026,2024-10-28 00:30:44.548485,
9203,"[26749, 4289, 16734, 37702, 97319]",2024-09-03T00:29:02.588472,2024-10-21T23:25:19.574123,2024-10-28 00:30:44.548485,
87391,"[59259, 35664, 12422, 26011, 87954]",2024-01-01T00:22:33.141990,2024-07-23T16:19:20.513488,2024-10-28 00:30:44.548485,
57280,"[57119, 17686, 92014, 62121, 62404]",2024-03-09T06:49:33.891598,2024-10-12T01:01:50.759010,2024-10-28 00:30:44.548485,
7332,"[19492, 21145, 9944, 5255, 76669]",2023-05-14T14:50:00.776591,2024-01-02T06:51:35.593395,2024-10-28 00:30:44.548485,
31005,"[80714, 86364, 42532, 38771, 52298]",2022-11-30T04:09:41.858773,2023-04-25T22:27:23.423815,2024-10-28 00:30:44.548485,
56684,"[72943, 21145, 94658, 86869, 14270]",2023-01-24T05:21:00.148608,2024-05-21T22:37:49.446822,2024-10-28 00:30:44.548485,
92314,"[28301, 70458, 10038, 8230, 52197]",2022-12-13T02:12:45.814216,2023-07-05T18:12:26.843136,2024-10-28 00:30:44.548485,
21455,"[72089, 30611, 55004, 22095, 34793]",2023-04-01T03:05:09.369711,2023-04-14T22:28:17.364664,2024-10-28 00:30:44.548485,
38435,"[28403, 45117, 53184, 21891, 47044]",2023-02-24T19:25:40.006885,2024-07-29T12:22:08.385923,2024-10-28 00:30:44.548485,
17262,"[44008, 45322, 51044, 57632, 71586]",2022-12-10T16:35:16.209236,2024-04-07T15:12:11.488193,2024-10-28 00:30:44.548485,
53774,"[4279, 74318, 42003, 22903, 39002]",2023-06-27T23:27:55.797721,2023-11-29T02:03:45.873964,2024-10-28 00:30:44.548485,
19081,"[54620, 41174, 32563, 31552, 65329]",2024-05-28T13:25:20.054139,2024-07-30T17:02:48.305807,2024-10-28 00:30:44.548485,
15404,"[26494, 75927, 1480, 24776, 10274]",2022-12-10T18:00:08.138726,2023-04-15T21:55:04.587669,2024-10-28 00:30:44.548485,
48899,"[9166, 77568, 55074, 65450, 8145]",2023-05-03T07:40:49.987864,2024-09-12T15:04:35.065752,2024-10-28 00:30:44.548485,
28541,"[12493, 30812, 16262, 65329, 75298]",2024-09-15T13:02:29.497285,2024-10-10T10:59:16.184576,2024-10-28 00:30:44.548485,
17042,"[34635, 4905, 55468, 31609, 37013]",2023-12-31T05:02:02.904142,2024-02-16T09:15:58.723562,2024-10-28 00:30:44.548485,
43348,"[39963, 71319, 57632, 45130, 76480]",2023-03-20T20:12:18.540760,2024-09-21T16:26:32.791799,2024-10-28 00:30:44.548485,
54716,"[25207, 49928, 71275, 12388, 37137]",2023-12-30T04:26:19.694580,2024-05-28T14:44:37.450251,2024-10-28 00:30:44.548485,
23146,"[22372, 54441, 89076, 55282, 42664]",2023-07-20T12:42:07.203709,2024-10-17T13:03:54.431902,2024-10-28 00:30:44.548485,
58582,"[78893, 88438, 50201, 98268, 27902]",2023-07-16T16:33:22.411147,2023-12-15T22:39:35.639088,2024-10-28 00:30:44.548485,
90696,"[34793, 40939, 86177, 25925, 60297]",2023-08-24T01:55:22.465097,2023-11-14T20:53:57.835907,2024-10-28 00:30:44.548485,
44343,"[58468, 41823, 687, 72089, 48212]",2024-06-02T22:23:40.412502,2024-09-24T18:45:06.386634,2024-10-28 00:30:44.548485,
16398,"[60579, 69124, 13837, 71270, 82137]",2023-03-27T12:56:50.862982,2024-03-05T20:35:09.478467,2024-10-28 00:30:44.548485,
74167,"[9526, 56288, 31843, 60773, 2153]",2024-02-27T02:43:40.191185,2024-04-01T19:21:01.406894,2024-10-28 00:30:44.548485,
48714,"[58468, 72376, 8846, 60222, 68494]",2023-04-09T22:25:19.788892,2024-02-11T11:53:07.828554,2024-10-28 00:30:44.548485,
7399,"[45320, 83564, 27245, 71319, 41508]",2024-10-09T22:30:02.734345,2024-10-25T16:43:27.798283,2024-10-28 00:30:44.548485,
12967,"[81562, 6805, 5193, 10202, 21024]",2024-09-30T16:05:03.639725,2024-10-24T08:44:43.697767,2024-10-28 00:30:44.548485,
91670,"[14714, 34378, 52587, 8260, 17070]",2023-07-06T08:16:09.426377,2023-09-30T21:33:19.515632,2024-10-28 00:30:44.548485,
86287,"[91093, 35042, 1671, 97473, 25207]",2024-02-21T09:39:40.806482,2024-07-10T09:04:36.613667,2024-10-28 00:30:44.548485,
39984,"[90151, 39963, 3501, 31457, 25897]",2024-02-14T23:05:26.513745,2024-03-05T17:24:30.869537,2024-10-28 00:30:44.548485,
97554,"[87269, 96062, 72960, 81817, 86403]",2024-06-24T02:01:21.699410,2024-09-01T22:45:51.834978,2024-10-28 00:30:44.548485,
85089,"[41890, 19509, 9552, 89304, 30751]",2024-09-08T20:48:06.167157,2024-10-19T06:25:54.923806,2024-10-28 00:30:44.548485,
48956,"[80560, 76760, 21884, 21009, 9543]",2024-10-07T22:36:07.235723,2024-10-19T03:20:31.526964,2024-10-28 00:30:44.548485,
31718,"[97319, 60579, 30206, 63515, 44412]",2023-12-25T23:06:58.502602,2024-03-20T19:48:28.365904,2024-10-28 00:30:44.548485,
96734,"[86832, 49928, 39145, 98199, 18813]",2024-08-11T04:50:29.200402,2024-09-29T14:55:28.616737,2024-10-28 00:30:44.548485,
8352,"[54982, 80532, 18982, 76485, 83800]",2023-12-17T03:15:05.606131,2024-09-14T17:27:57.601888,2024-10-28 00:30:44.548485,
35443,"[6980, 37013, 40303, 41325, 41396]",2023-01-09T12:41:55.405063,2023-06-09T06:07:52.481128,2024-10-28 00:30:44.548485,
55890,"[67679, 42532, 82137, 29235, 15201]",2023-05-29T09:51:50.116987,2023-12-14T09:11:42.315784,2024-10-28 00:30:44.548485,
95926,"[95517, 99066, 447, 18758, 62665]",2024-08-18T06:00:35.855851,2024-10-22T19:59:41.456782,2024-10-28 00:30:44.548485,
816,"[47771, 37663, 73691, 17044, 12493]",2024-01-26T14:13:36.784940,2024-03-19T02:24:07.832435,2024-10-28 00:30:44.548485,
58895,"[62404, 90151, 58570, 72522, 72376]",2023-02-06T12:41:20.352970,2023-06-07T03:18:18.727654,2024-10-28 00:30:44.548485,
79033,"[99967, 55576, 66036, 82759, 26688]",2023-01-08T00:05:41.414901,2023-11-03T20:08:01.891582,2024-10-28 00:30:44.548485,
22299,"[94710, 97473, 76480, 73271, 62161]",2023-04-15T04:53:13.136437,2024-10-26T08:22:57.774579,2024-10-28 00:30:44.548485,
84013,"[687, 18512, 60579, 47771, 1671]",2024-10-20T05:42:07.654285,2024-10-21T15:33:11.177855,2024-10-28 00:30:44.548485,
83244,"[31609, 30751, 78249, 32563, 81735]",2023-06-22T09:52:49.977611,2023-06-24T02:33:53.523765,2024-10-28 00:30:44.548485,
37135,"[65552, 41174, 83671, 16277, 25536]",2023-08-17T05:21:12.971234,2023-09-07T09:09:01.352438,2024-10-28 00:30:44.548485,
54769,"[4279, 29235, 26749, 32109, 67869]",2024-07-23T01:58:16.831419,2024-09-23T02:47:40.802033,2024-10-28 00:30:44.548485,
55493,"[74617, 45148, 34120, 82137, 73650]",2024-02-25T09:29:11.030068,2024-06-09T23:03:33.587025,2024-10-28 00:30:44.548485,
29905,"[57420, 47071, 92070, 49020, 32693]",2024-09-18T05:34:35.028029,2024-10-15T05:28:48.181597,2024-10-28 00:30:44.548485,
31927,"[14026, 36138, 40939, 44623, 8722]",2023-01-08T21:56:14.614392,2023-07-26T13:50:34.785647,2024-10-28 00:30:44.548485,
60630,"[15325, 14588, 6675, 75306, 82753]",2023-04-11T06:14:53.754756,2024-06-20T00:28:19.416663,2024-10-28 00:30:44.548485,
21576,"[72348, 1935, 91093, 52587, 68279]",2022-11-04T21:23:28.291420,2023-12-05T10:20:50.942256,2024-10-28 00:30:44.548485,
13823,"[23802, 71067, 85146, 15278, 18982]",2024-07-03T16:57:44.323191,2024-07-28T13:29:46.321875,2024-10-28 00:30:44.548485,
41230,"[70092, 68408, 59772, 92070, 37137]",2024-02-14T16:47:49.439155,2024-03-07T03:51:56.845689,2024-10-28 00:30:44.548485,
41639,"[46665, 40939, 59108, 21490, 42719]",2024-10-02T04:24:13.893812,2024-10-13T08:47:44.234229,2024-10-28 00:30:44.548485,
78513,"[41769, 30611, 53633, 44971, 87269]",2024-05-15T19:23:52.472396,2024-08-31T16:05:19.869872,2024-10-28 00:30:44.548485,
78364,"[46596, 33340, 4563, 30209, 31245]",2023-02-19T15:38:14.581799,2024-09-25T12:16:43.030057,2024-10-28 00:30:44.548485,
29306,"[30351, 1100, 1058, 41396, 83029]",2023-02-20T08:00:01.921388,2023-12-09T03:37:01.562585,2024-10-28 00:30:44.548485,
87482,"[31122, 23240, 94241, 90293, 98268]",2024-04-02T04:30:59.570069,2024-08-20T02:33:11.280012,2024-10-28 00:30:44.548485,
82495,"[43050, 10894, 41779, 96114, 66036]",2024-10-27T12:03:50.968173,2024-10-27T21:02:59.538409,2024-10-28 00:30:44.548485,
61094,"[16734, 13718, 70041, 7008, 32452]",2024-03-11T09:45:35.217286,2024-10-11T16:15:57.420299,2024-10-28 00:30:44.548485,
24450,"[34151, 94710, 4289, 78181, 89304]",2023-10-31T06:59:43.954717,2024-07-24T22:27:58.744449,2024-10-28 00:30:44.548485,
23147,"[90195, 82753, 27085, 92633, 14169]",2023-05-29T12:54:45.936983,2024-04-24T00:03:55.126704,2024-10-28 00:30:44.548485,
23633,"[89102, 45866, 22178, 16210, 57632]",2024-10-08T11:56:39.673033,2024-10-09T15:06:40.154687,2024-10-28 00:30:44.548485,
24159,"[6980, 92513, 59108, 94799, 17044]",2024-10-10T12:14:16.820142,2024-10-26T17:16:43.267254,2024-10-28 00:30:44.548485,
48258,"[42003, 62113, 72348, 61917, 42475]",2023-03-24T02:04:15.072892,2023-08-08T17:18:34.941987,2024-10-28 00:30:44.548485,
91967,"[37787, 1058, 32693, 32353, 19337]",2024-07-02T12:59:08.223109,2024-08-11T01:48:31.667483,2024-10-28 00:30:44.548485,
7869,"[82328, 80957, 68239, 83189, 6805]",2022-11-21T20:44:56.539626,2024-06-17T20:04:42.344623,2024-10-28 00:30:44.548485,
99630,"[87440, 22202, 92427, 36548, 69272]",2023-02-19T23:59:59.974410,2024-06-19T12:33:26.075323,2024-10-28 00:30:44.548485,
30496,"[55982, 30351, 74436, 20543, 13142]",2024-07-11T08:01:28.139801,2024-10-24T05:25:50.913303,2024-10-28 00:30:44.548485,
64765,"[92014, 12449, 41217, 75628, 30123]",2023-07-10T03:51:15.645877,2024-07-08T14:57:52.631991,2024-10-28 00:30:44.548485,
50021,"[16525, 76639, 69568, 10695, 16452]",2024-06-18T02:14:33.715579,2024-06-28T16:43:09.834003,2024-10-28 00:30:44.548485,
24140,"[87954, 74018, 34793, 17533, 72535]",2023-04-21T07:17:32.934729,2024-07-14T02:40:12.998678,2024-10-28 00:30:44.548485,
43419,"[82137, 73103, 40303, 52298, 34793]",2023-11-22T22:56:46.757352,2024-08-02T20:56:03.579916,2024-10-28 00:30:44.548485,
38823,"[29753, 59772, 16903, 91263, 38942]",2023-06-27T15:58:29.079164,2023-08-28T14:32:24.227279,2024-10-28 00:30:44.548485,
17941,"[43108, 89020, 72943, 16050, 98939]",2023-01-18T10:16:37.840022,2023-02-12T20:02:44.339061,2024-10-28 00:30:44.548485,
51943,"[76855, 74617, 9543, 43108, 92654]",2023-11-22T08:30:26.602686,2024-04-21T02:49:55.922645,2024-10-28 00:30:44.548485,
70848,"[78609, 28185, 25539, 58669, 65457]",2024-07-06T03:30:10.041716,2024-10-26T00:23:34.403364,2024-10-28 00:30:44.548485,
91943,"[44971, 21595, 31609, 78246, 71030]",2023-12-24T22:04:00.310091,2024-05-21T16:56:39.250731,2024-10-28 00:30:44.548485,
287,"[72522, 80684, 10894, 41508, 24120]",2024-01-12T13:44:52.587092,2024-04-09T23:36:01.470227,2024-10-28 00:30:44.548485,
40732,"[18982, 51759, 54620, 49222, 97712]",2024-02-22T07:44:56.672058,2024-04-24T09:19:17.361158,2024-10-28 00:30:44.548485,
38661,"[8659, 99388, 56117, 34793, 57940]",2023-07-31T02:47:26.644291,2024-08-24T11:28:11.820978,2024-10-28 00:30:44.548485,
62454,"[60297, 57119, 46596, 2738, 72348]",2024-07-26T23:02:41.597733,2024-08-31T20:11:10.418704,2024-10-28 00:30:44.548485,
75176,"[99496, 22518, 1962, 62665, 12857]",2024-09-12T15:18:35.790284,2024-09-29T14:28:07.245230,2024-10-28 00:30:44.548485,
86782,"[71416, 69745, 54982, 90655, 70079]",2023-09-16T18:58:35.959725,2024-05-15T02:26:25.266937,2024-10-28 00:30:44.548485,
63835,"[36047, 92513, 1480, 42532, 96062]",2023-10-13T07:02:11.853284,2024-09-10T13:48:46.018764,2024-10-28 00:30:44.548485,
22669,"[58672, 36655, 9291, 41370, 16574]",2023-11-08T11:35:17.957733,2024-09-17T01:09:00.763699,2024-10-28 00:30:44.548485,
92511,"[97831, 55267, 69701, 533, 28403]",2024-01-30T00:19:11.806257,2024-09-24T06:12:05.622397,2024-10-28 00:30:44.548485,
6797,"[91526, 4723, 83048, 42494, 40303]",2023-07-07T00:44:15.209450,2024-10-23T16:03:52.116431,2024-10-28 00:30:44.548485,
36620,"[29753, 25897, 46508, 92070, 22918]",2023-07-29T04:13:34.658770,2024-09-17T00:41:12.312653,2024-10-28 00:30:44.548485,
47120,"[41216, 26867, 41034, 64277, 86606]",2024-01-07T11:43:43.770810,2024-03-26T07:10:23.868708,2024-10-28 00:30:44.548485,
85114,"[8722, 86370, 1384, 45322, 58934]",2023-10-14T07:27:30.673577,2024-04-10T09:55:04.306791,2024-10-28 00:30:44.548485,
62809,"[54441, 83071, 75907, 53184, 73650]",2022-12-06T11:31:46.981976,2024-01-27T11:54:05.823581,2024-10-28 00:30:44.548485,
12205,"[80517, 97831, 18491, 98020, 21339]",2024-08-04T17:07:23.799561,2024-08-16T15:07:03.410827,2024-10-28 00:30:44.548485,
63355,"[55982, 4931, 12442, 72522, 79905]",2023-04-08T13:03:38.224421,2024-03-01T09:46:36.600560,2024-10-28 00:30:44.548485,
9219,"[54048, 93423, 73691, 86149, 47503]",2024-01-25T16:57:30.612780,2024-04-03T09:51:23.585622,2024-10-28 00:30:44.548485,
68092,"[80957, 58672, 26954, 49689, 75070]",2024-09-05T04:26:24.069705,2024-09-28T09:26:18.953598,2024-10-28 00:30:44.548485,
89288,"[60222, 30751, 16734, 22095, 83612]",2023-01-17T01:23:08.217288,2024-08-14T00:50:12.889573,2024-10-28 00:30:44.548485,
17789,"[1438, 85167, 47987, 63836, 18368]",2024-09-09T17:30:53.744303,2024-10-14T00:57:59.040116,2024-10-28 00:30:44.548485,
31515,"[68119, 61986, 19509, 94116, 69830]",2023-02-09T21:18:47.482436,2023-05-16T16:38:05.743628,2024-10-28 00:30:44.548485,
15753,"[53488, 73369, 59259, 52993, 13142]",2023-04-11T12:46:02.563229,2024-02-15T22:13:12.939472,2024-10-28 00:30:44.548485,
45506,"[57564, 96454, 6140, 50036, 72521]",2023-06-14T01:47:13.050650,2024-02-09T07:25:08.834903,2024-10-28 00:30:44.548485,
19262,"[47891, 95443, 64880, 92513, 65177]",2023-05-29T02:11:23.137668,2024-10-05T22:12:41.471967,2024-10-28 00:30:44.548485,
58953,"[7381, 29781, 5700, 67433, 40930]",2024-06-29T08:58:20.812473,2024-08-15T18:37:46.705051,2024-10-28 00:30:44.548485,
77848,"[13317, 38747, 44623, 8722, 8547]",2024-08-25T19:48:18.786513,2024-09-19T13:13:33.109009,2024-10-28 00:30:44.548485,
45439,"[61631, 10894, 92633, 45130, 18813]",2022-12-31T14:39:32.264700,2023-02-05T12:53:32.526751,2024-10-28 00:30:44.548485,
31809,"[88883, 26803, 93286, 2049, 22372]",2022-11-10T23:35:12.417682,2024-02-16T09:47:46.716601,2024-10-28 00:30:44.548485,
81271,"[96408, 7381, 32565, 94353, 97422]",2023-03-21T08:00:49.825621,2024-04-23T16:59:22.856286,2024-10-28 00:30:44.548485,
91600,"[86364, 25279, 21145, 42235, 21775]",2023-11-20T04:29:24.005978,2024-06-14T02:48:52.237613,2024-10-28 00:30:44.548485,
6669,"[35520, 45861, 87245, 73369, 25897]",2023-10-28T00:53:58.964552,2024-09-01T23:25:34.789555,2024-10-28 00:30:44.548485,
39000,"[58389, 50146, 15201, 62121, 46194]",2023-02-20T01:22:34.009820,2024-07-24T18:22:49.368485,2024-10-28 00:30:44.548485,
17736,"[71425, 4289, 71003, 81562, 58570]",2023-07-29T12:09:15.937767,2024-02-25T21:46:46.898007,2024-10-28 00:30:44.548485,
51472,"[57354, 91862, 18813, 54441, 47949]",2024-07-28T23:15:21.595047,2024-10-20T00:09:31.360445,2024-10-28 00:30:44.548485,
51497,"[72621, 41396, 58083, 42036, 64103]",2022-11-19T16:10:27.988810,2023-03-21T07:32:52.269431,2024-10-28 00:30:44.548485,
32770,"[58934, 13718, 41216, 93423, 96882]",2024-09-17T19:10:57.576661,2024-10-18T09:03:36.682362,2024-10-28 00:30:44.548485,
33929,"[71448, 50865, 27902, 22918, 53305]",2023-03-12T10:06:27.527742,2023-08-29T17:43:56.572136,2024-10-28 00:30:44.548485,
75977,"[66625, 41133, 74317, 73013, 62146]",2024-06-03T21:42:01.239266,2024-10-05T05:22:58.664231,2024-10-28 00:30:44.548485,
56858,"[41761, 39192, 53365, 73586, 92860]",2022-11-23T23:06:15.556861,2024-01-10T16:55:04.272232,2024-10-28 00:30:44.548485,
10676,"[34009, 96408, 5193, 86403, 21553]",2024-07-29T03:53:00.406362,2024-10-27T01:10:51.811179,2024-10-28 00:30:44.548485,
64836,"[75628, 1058, 39963, 57119, 16277]",2023-01-22T04:03:41.561393,2023-08-09T15:25:28.011736,2024-10-28 00:30:44.548485,
63388,"[29774, 54982, 11422, 58271, 62620]",2023-11-23T15:35:05.645212,2024-02-23T19:10:07.137178,2024-10-28 00:30:44.548485,
72953,"[46338, 46508, 94694, 92070, 86832]",2023-07-03T01:10:12.160192,2024-03-04T23:47:39.497350,2024-10-28 00:30:44.548485,
83125,"[4563, 16446, 27102, 49494, 8145]",2023-04-02T22:21:15.065163,2024-02-28T06:51:02.014954,2024-10-28 00:30:44.548485,
45776,"[81562, 55576, 34793, 91862, 76998]",2023-06-19T06:11:15.802950,2023-08-12T10:44:10.292832,2024-10-28 00:30:44.548485,
22259,"[44623, 62404, 63780, 24776, 46508]",2023-09-24T09:28:58.154952,2024-04-22T06:23:40.218893,2024-10-28 00:30:44.548485,
20208,"[41325, 3614, 76485, 60132, 15912]",2023-10-04T20:03:36.684149,2023-10-20T09:46:45.954944,2024-10-28 00:30:44.548485,
74225,"[72348, 66009, 99066, 60132, 24314]",2024-01-05T17:56:14.464365,2024-02-15T01:50:10.524437,2024-10-28 00:30:44.548485,
60864,"[67650, 16903, 59555, 19605, 23187]",2024-01-12T14:52:43.095310,2024-08-27T10:33:37.446619,2024-10-28 00:30:44.548485,
99938,"[6140, 69330, 76140, 54278, 5862]",2024-02-25T14:00:43.235423,2024-10-19T18:03:22.012136,2024-10-28 00:30:44.548485,
19174,"[9192, 42841, 41292, 31457, 94694]",2023-02-01T23:14:02.394757,2023-09-05T18:26:46.393081,2024-10-28 00:30:44.548485,
69544,"[46194, 41346, 61986, 66764, 37136]",2022-11-28T02:43:07.474207,2023-01-29T01:02:15.808359,2024-10-28 00:30:44.548485,
3379,"[45320, 10365, 8835, 65552, 13815]",2023-10-26T21:38:07.111924,2024-01-28T20:12:53.648557,2024-10-28 00:30:44.548485,
8821,"[92654, 43934, 41044, 1260, 97712]",2024-04-28T01:05:33.463474,2024-06-23T01:12:45.498142,2024-10-28 00:30:44.548485,
32279,"[92070, 14714, 6140, 57089, 34263]",2023-05-20T09:17:07.734610,2023-06-20T19:44:26.790532,2024-10-28 00:30:44.548485,
44709,"[4905, 53296, 11422, 98020, 44329]",2024-03-28T04:13:53.673108,2024-05-04T13:21:50.354442,2024-10-28 00:30:44.548485,
873,"[76600, 23957, 75070, 66788, 93576]",2024-06-09T23:02:17.558579,2024-10-07T14:29:55.215046,2024-10-28 00:30:44.548485,
38538,"[62223, 34466, 5193, 26936, 46681]",2024-05-04T23:24:30.604544,2024-10-07T09:13:03.898719,2024-10-28 00:30:44.548485,
64218,"[54278, 76695, 37702, 7961, 71971]",2023-03-26T23:34:42.662519,2023-12-14T08:50:54.812408,2024-10-28 00:30:44.548485,
19374,"[42197, 82165, 33, 68279, 99496]",2023-10-14T09:51:20.461282,2024-05-10T05:24:55.314271,2024-10-28 00:30:44.548485,
46363,"[95545, 91523, 72665, 71158, 8629]",2023-03-30T05:39:47.761141,2024-07-26T02:31:10.142205,2024-10-28 00:30:44.548485,
54174,"[45350, 32822, 42036, 75927, 80684]",2023-08-02T12:35:06.083012,2023-11-18T23:16:27.302921,2024-10-28 00:30:44.548485,
58523,"[78359, 37787, 66788, 23240, 35076]",2024-01-27T17:46:48.556439,2024-09-17T02:59:49.018863,2024-10-28 00:30:44.548485,
28634,"[64453, 33, 68849, 16734, 58271]",2024-04-25T06:01:17.121829,2024-05-09T22:56:56.884283,2024-10-28 00:30:44.548485,
40931,"[57119, 40172, 38072, 41303, 97712]",2024-09-05T20:51:18.396435,2024-09-20T00:20:05.097029,2024-10-28 00:30:44.548485,
